player_id,teammate_id,teammate_name,birthday,country_logo,portrait,half_portrait,rating
csgo_pl_18706,csgo_pl_14494,junior,2000-12-10,https://oss.5eplay.com/cloudx/p/sport/csgo/country/2df42f69e4220309f4cb1f27860caa65.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cuum0psconkqmjpn8di0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cuum0qsconkqmjpn8dig.png,
csgo_pl_18706,csgo_pl_23458,laxiee,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/d99a27a81fcad3217b239efd6663be66.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cjincv4conkqks63avl0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cjimdqsconkqks63autg.png,
csgo_pl_22733,csgo_pl_21930,millert,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/0d4853f7c7801dedf34ed7613d592351.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2op4cconkotam80f5g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2op5sconkotam80f60.png,
csgo_pl_22733,csgo_pl_24149,Schwarz,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/3b159baf8862c760b7dd29594239ca77.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2opk4conkotam80f7g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2opl4conkotam80f80.png,
csgo_pl_22733,csgo_pl_24121,Cliqq,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/0d4853f7c7801dedf34ed7613d592351.jpg,,,
csgo_pl_22733,csgo_pl_25505,Matz,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/0d4853f7c7801dedf34ed7613d592351.jpg,,,
csgo_pl_21930,csgo_pl_22733,teme,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/0d4853f7c7801dedf34ed7613d592351.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2opcsconkotam80f6g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2opecconkotam80f70.png,
csgo_pl_21930,csgo_pl_24149,Schwarz,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/3b159baf8862c760b7dd29594239ca77.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2opk4conkotam80f7g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2opl4conkotam80f80.png,
csgo_pl_21930,csgo_pl_24121,Cliqq,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/0d4853f7c7801dedf34ed7613d592351.jpg,,,
csgo_pl_21930,csgo_pl_25505,Matz,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/0d4853f7c7801dedf34ed7613d592351.jpg,,,
csgo_pl_24149,csgo_pl_22733,teme,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/0d4853f7c7801dedf34ed7613d592351.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2opcsconkotam80f6g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2opecconkotam80f70.png,
csgo_pl_24149,csgo_pl_21930,millert,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/0d4853f7c7801dedf34ed7613d592351.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2op4cconkotam80f5g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2op5sconkotam80f60.png,
csgo_pl_24149,csgo_pl_24121,Cliqq,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/0d4853f7c7801dedf34ed7613d592351.jpg,,,
csgo_pl_24149,csgo_pl_25505,Matz,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/0d4853f7c7801dedf34ed7613d592351.jpg,,,
csgo_pl_24121,csgo_pl_21233,myltsi,2004-09-29,https://oss.5eplay.com/cloudx/p/sport/csgo/country/0d4853f7c7801dedf34ed7613d592351.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d2a1kfcconkt3legev20.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d2a1kgkconkt3legev2g.png,
csgo_pl_24121,csgo_pl_12731,sdy,1997-03-14,https://oss.5eplay.com/cloudx/p/sport/csgo/country/9ae4c60cfb35d482d07fe7a841fa8705.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cqfgmakconkotam7vqng.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cqfgmb4conkotam7vqo0.png,
csgo_pl_24121,csgo_pl_19044,F1KU,2003-05-29,https://oss.5eplay.com/cloudx/p/sport/csgo/country/d9749eaa939d680b32005c95ea9189d2.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d5kq174conkpudhr3h6g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d5kq17sconkpudhr3h70.png,
csgo_pl_24121,csgo_pl_20282,kRaSnaL,2003-04-02,https://oss.5eplay.com/cloudx/p/sport/csgo/country/d9749eaa939d680b32005c95ea9189d2.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d5kq1osconkpudhr3h7g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d5kq1pkconkpudhr3h80.png,
csgo_pl_25505,csgo_pl_22733,teme,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/0d4853f7c7801dedf34ed7613d592351.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2opcsconkotam80f6g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2opecconkotam80f70.png,
csgo_pl_25505,csgo_pl_21930,millert,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/0d4853f7c7801dedf34ed7613d592351.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2op4cconkotam80f5g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2op5sconkotam80f60.png,
csgo_pl_25505,csgo_pl_24149,Schwarz,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/3b159baf8862c760b7dd29594239ca77.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2opk4conkotam80f7g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cr2opl4conkotam80f80.png,
csgo_pl_25505,csgo_pl_24121,Cliqq,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/0d4853f7c7801dedf34ed7613d592351.jpg,,,
csgo_pl_19128,csgo_pl_19846,CLASIA,2003-09-17,https://oss.5eplay.com/cloudx/p/sport/csgo/country/2df42f69e4220309f4cb1f27860caa65.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cjhfnjsconkqks63as9g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cjhfnksconkqks63asa0.png,
csgo_pl_19128,csgo_pl_15176,Cryptic,2001-02-25,https://oss.5eplay.com/cloudx/p/sport/csgo/country/2df42f69e4220309f4cb1f27860caa65.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cku6lvsconkqks63c51g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cku6m0kconkqks63c520.png,
csgo_pl_19128,csgo_pl_14494,junior,2000-12-10,https://oss.5eplay.com/cloudx/p/sport/csgo/country/2df42f69e4220309f4cb1f27860caa65.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cuum0psconkqmjpn8di0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cuum0qsconkqmjpn8dig.png,
csgo_pl_19128,csgo_pl_23458,laxiee,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/d99a27a81fcad3217b239efd6663be66.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cjincv4conkqks63avl0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cjimdqsconkqks63autg.png,
csgo_pl_17622,csgo_pl_8507,stanislaw,1994-03-22,https://oss.5eplay.com/cloudx/p/sport/csgo/country/af64db05f680bdf1e28617628204737d.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d0v4u5sconkt3legegl0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d0v4u6kconkt3legeglg.png,
csgo_pl_17622,csgo_pl_19711,snav,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/2df42f69e4220309f4cb1f27860caa65.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/co6f77cconklgsjvh2p0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/co6f78kconklgsjvh2pg.png,
csgo_pl_17622,csgo_pl_19128,SLIGHT,2002-10-24,https://oss.5eplay.com/cloudx/p/sport/csgo/country/2df42f69e4220309f4cb1f27860caa65.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cmvghckconkqks63drmg.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cmvghdcconkqks63drn0.png,
csgo_pl_17622,csgo_pl_18706,freshie,2002-04-26,https://oss.5eplay.com/cloudx/p/sport/csgo/country/af64db05f680bdf1e28617628204737d.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cku6m6sconkqks63c52g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cku6m7sconkqks63c530.png,
csgo_pl_20029,csgo_pl_22364,j0w,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/6fd36cae59655c447bc104cebc5f1a13.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cuqolfsconkqmjpn8bpg.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cuqolgsconkqmjpn8bq0.png,
csgo_pl_20029,csgo_pl_22957,stax,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/fdaaf0e2f386a1fce307c8bb7d0dd680.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cuqom2cconkqmjpn8bqg.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cuqom3cconkqmjpn8br0.png,
csgo_pl_20029,csgo_pl_24284,revoltz,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/6fd36cae59655c447bc104cebc5f1a13.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cuqomjcconkqmjpn8brg.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cuqomkkconkqmjpn8bs0.png,
csgo_pl_20029,csgo_pl_24556,tele,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/6fd36cae59655c447bc104cebc5f1a13.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cuqonccconkqmjpn8bsg.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cuqond4conkqmjpn8bt0.png,
csgo_pl_11213,csgo_pl_9220,SHOOWTiME,1997-04-01,https://oss.5eplay.com/cloudx/p/sport/csgo/country/6fd36cae59655c447bc104cebc5f1a13.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cqm7tfcconkotam801gg.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cqm7tfkconkotam801h0.png,
csgo_pl_11213,csgo_pl_20185,cass1n,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/6fd36cae59655c447bc104cebc5f1a13.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d1eb5ccconkt3legepc0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d1eb5dkconkt3legepcg.png,
csgo_pl_11213,csgo_pl_19972,ckzao,1996-07-01,https://oss.5eplay.com/cloudx/p/sport/csgo/country/6fd36cae59655c447bc104cebc5f1a13.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/ci4i63v4nfq3cc4ue2p0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/ci4i5tf4nfq3cc4ue2og.png,
csgo_pl_11213,csgo_pl_18140,f4stzin,1999-01-05,https://oss.5eplay.com/cloudx/p/sport/csgo/country/6fd36cae59655c447bc104cebc5f1a13.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/crb7qs4conkotam80leg.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/crb7qusconkotam80lf0.png,
csgo_pl_19817,csgo_pl_9626,XELLOW,2000-10-06,https://oss.5eplay.com/cloudx/p/sport/csgo/country/a225061040ee1ccf5e4184e28cfd4462.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cq696mcconkotam7vmg0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cq696mkconkotam7vmgg.png,
csgo_pl_19817,csgo_pl_22563,fnl,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/a225061040ee1ccf5e4184e28cfd4462.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d1hjqpsconkt3legepp0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d1hjqqcconkt3legeppg.png,
csgo_pl_19817,csgo_pl_19173,fNk,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/a225061040ee1ccf5e4184e28cfd4462.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d0hc1ncconkt3legeal0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d0hc1nsconkt3legealg.png,
csgo_pl_19817,csgo_pl_1206,BTN,1989-05-24,https://oss.5eplay.com/cloudx/p/sport/csgo/country/a225061040ee1ccf5e4184e28cfd4462.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cq699kkconkotam7vmi0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cq699lsconkotam7vmj0.png,
csgo_pl_19173,csgo_pl_23544,hitori,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/21c537d4d4f0b5dea81bb86628b21414.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d0hc0n4conkt3legeak0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d0hc0occonkt3legeakg.png,
csgo_pl_19173,csgo_pl_21272,tAk,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/f531ffa20b9767ef7d0823e837e75114.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d0hc2csconkt3legeam0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d0hc2e4conkt3legeamg.png,
csgo_pl_19173,csgo_pl_24111,Junyme,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/d898280c32e0de60c8ec3e1ddface359.jpg,,,
csgo_pl_19173,csgo_pl_25576,yksjupe,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/0d4853f7c7801dedf34ed7613d592351.jpg,,,
csgo_pl_1206,csgo_pl_9626,XELLOW,2000-10-06,https://oss.5eplay.com/cloudx/p/sport/csgo/country/a225061040ee1ccf5e4184e28cfd4462.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cq696mcconkotam7vmg0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cq696mkconkotam7vmgg.png,
csgo_pl_1206,csgo_pl_19817,s0und,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/a225061040ee1ccf5e4184e28cfd4462.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cp7be9sconklgsjvhpbg.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cp7beakconklgsjvhpc0.png,
csgo_pl_1206,csgo_pl_22563,fnl,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/a225061040ee1ccf5e4184e28cfd4462.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d1hjqpsconkt3legepp0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d1hjqqcconkt3legeppg.png,
csgo_pl_1206,csgo_pl_19173,fNk,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/a225061040ee1ccf5e4184e28cfd4462.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d0hc1ncconkt3legeal0.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/d0hc1nsconkt3legealg.png,
csgo_pl_19821,csgo_pl_23545,RaY5ive,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/f531ffa20b9767ef7d0823e837e75114.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cv8ese4conkt3legdsbg.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cv8esekconkt3legdsc0.png,
csgo_pl_19821,csgo_pl_23859,dANCER,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/9d442d4b119b5bf52e18371d14a2f429.jpg,,,
csgo_pl_19821,csgo_pl_23860,fiction,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/3d7d685bb0815e27f105373440c31dbd.jpg,,,
csgo_pl_19821,csgo_pl_23861,mASTHEAD,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/9d442d4b119b5bf52e18371d14a2f429.jpg,,,
csgo_pl_25214,csgo_pl_13980,lollipop21k,1996-06-21,https://oss.5eplay.com/cloudx/p/sport/csgo/country/bca6827574f4db80590763de38af85a5.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cnj8skcconklgsjvgi3g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cnj8smcconklgsjvgi40.png,
csgo_pl_25214,csgo_pl_19821,znxxX,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/bca6827574f4db80590763de38af85a5.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/ch3j4g74nfqe2nie4hig.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/ch3j4gn4nfqe2nie4hj0.png,
csgo_pl_25214,csgo_pl_25495,menddel,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/bca6827574f4db80590763de38af85a5.jpg,,,
csgo_pl_25214,csgo_pl_25741,f1nch,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/bca6827574f4db80590763de38af85a5.jpg,,,
csgo_pl_25495,csgo_pl_13980,lollipop21k,1996-06-21,https://oss.5eplay.com/cloudx/p/sport/csgo/country/bca6827574f4db80590763de38af85a5.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cnj8skcconklgsjvgi3g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cnj8smcconklgsjvgi40.png,
csgo_pl_25495,csgo_pl_19821,znxxX,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/bca6827574f4db80590763de38af85a5.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/ch3j4g74nfqe2nie4hig.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/ch3j4gn4nfqe2nie4hj0.png,
csgo_pl_25495,csgo_pl_25214,ksolter,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/bca6827574f4db80590763de38af85a5.jpg,,,
csgo_pl_25495,csgo_pl_25741,f1nch,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/bca6827574f4db80590763de38af85a5.jpg,,,
csgo_pl_25741,csgo_pl_13980,lollipop21k,1996-06-21,https://oss.5eplay.com/cloudx/p/sport/csgo/country/bca6827574f4db80590763de38af85a5.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cnj8skcconklgsjvgi3g.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/cnj8smcconklgsjvgi40.png,
csgo_pl_25741,csgo_pl_19821,znxxX,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/bca6827574f4db80590763de38af85a5.jpg,https://oss.5eplay.com/cloudx/p/sport/csgo/player/ch3j4g74nfqe2nie4hig.png,https://oss.5eplay.com/cloudx/p/sport/csgo/player/ch3j4gn4nfqe2nie4hj0.png,
csgo_pl_25741,csgo_pl_25214,ksolter,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/bca6827574f4db80590763de38af85a5.jpg,,,
csgo_pl_25741,csgo_pl_25495,menddel,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/bca6827574f4db80590763de38af85a5.jpg,,,
csgo_pl_15374,csgo_pl_24706,Xadoxg0d,,https://oss.5eplay.com/cloudx/p/sport/csgo/country/4c6d280b5f3a78f0b40b78dafd626417.jpg,,,
